"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Info"
"27","0.889266","fe80::18e9:b70b:d492:8d10","ff02::fb","MDNS","272","","Standard query response 0x0000 PTR, cache flush iPhone-66.local PTR, cache flush iPhone-66.local NSEC, cache flush 0.1.D.8.2.9.4.D.B.0.7.B.9.E.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 21.0.9.10.in-addr.arpa OPT"
"28","0.889266","fe80::c47:ef4b:4fb4:831e","ff02::fb","MDNS","275","","Standard query response 0x0000 PTR, cache flush Oris-iPhone.local PTR, cache flush Oris-iPhone.local NSEC, cache flush E.1.3.8.4.B.F.4.B.4.F.E.7.4.C.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 231.0.9.10.in-addr.arpa OPT"
"29","0.889266","10.9.1.29","224.0.0.251","MDNS","278","","Standard query 0x0000 ANY \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local, ""QU"" question ANY \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local, ""QU"" question ANY h-Ipad-sl-qwby.local, ""QU"" question SRV 0 0 49154 h-Ipad-sl-qwby.local SRV 0 0 50027 h-Ipad-sl-qwby.local AAAA fe80::d9:c763:c407:95be A 10.9.1.29 OPT"
"30","0.889266","10.9.0.21","224.0.0.251","MDNS","252","","Standard query response 0x0000 PTR, cache flush iPhone-66.local PTR, cache flush iPhone-66.local NSEC, cache flush 0.1.D.8.2.9.4.D.B.0.7.B.9.E.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 21.0.9.10.in-addr.arpa OPT"
"31","0.889266","10.9.0.231","224.0.0.251","MDNS","255","","Standard query response 0x0000 PTR, cache flush Oris-iPhone.local PTR, cache flush Oris-iPhone.local NSEC, cache flush E.1.3.8.4.B.F.4.B.4.F.E.7.4.C.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 231.0.9.10.in-addr.arpa OPT"
"32","0.988828","fe80::18e9:b70b:d492:8d10","ff02::fb","MDNS","218","","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"33","0.988828","fe80::d9:c763:c407:95be","ff02::fb","MDNS","298","","Standard query 0x0000 ANY \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local, ""QM"" question ANY \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local, ""QM"" question ANY h-Ipad-sl-qwby.local, ""QM"" question SRV 0 0 49154 h-Ipad-sl-qwby.local SRV 0 0 50027 h-Ipad-sl-qwby.local AAAA fe80::d9:c763:c407:95be A 10.9.1.29 OPT"
"34","0.988828","10.9.0.21","224.0.0.251","MDNS","198","","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"35","0.988828","10.9.1.29","224.0.0.251","MDNS","278","","Standard query 0x0000 ANY \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local, ""QM"" question ANY \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local, ""QM"" question ANY h-Ipad-sl-qwby.local, ""QM"" question SRV 0 0 49154 h-Ipad-sl-qwby.local SRV 0 0 50027 h-Ipad-sl-qwby.local AAAA fe80::d9:c763:c407:95be A 10.9.1.29 OPT"
"37","1.241677","fe80::d9:c763:c407:95be","ff02::fb","MDNS","298","","Standard query 0x0000 ANY \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local, ""QM"" question ANY \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local, ""QM"" question ANY h-Ipad-sl-qwby.local, ""QM"" question SRV 0 0 49154 h-Ipad-sl-qwby.local SRV 0 0 50027 h-Ipad-sl-qwby.local AAAA fe80::d9:c763:c407:95be A 10.9.1.29 OPT"
"38","1.241677","fe80::d9:c763:c407:95be","ff02::fb","MDNS","277","","Standard query response 0x0000 PTR, cache flush h-Ipad-sl-qwby.local PTR, cache flush h-Ipad-sl-qwby.local NSEC, cache flush E.B.5.9.7.0.4.C.3.6.7.C.9.D.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 29.1.9.10.in-addr.arpa OPT"
"39","1.241677","fe80::18e9:b70b:d492:8d10","ff02::fb","MDNS","219","","Standard query 0x0000 ANY iPhone (66)._rdlink._tcp.local, ""QU"" question ANY iPhone-66.local, ""QU"" question SRV 0 0 49154 iPhone-66.local AAAA fe80::18e9:b70b:d492:8d10 A 10.9.0.21 OPT"
"40","1.241677","10.9.1.29","224.0.0.251","MDNS","278","","Standard query 0x0000 ANY \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local, ""QM"" question ANY \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local, ""QM"" question ANY h-Ipad-sl-qwby.local, ""QM"" question SRV 0 0 49154 h-Ipad-sl-qwby.local SRV 0 0 50027 h-Ipad-sl-qwby.local AAAA fe80::d9:c763:c407:95be A 10.9.1.29 OPT"
"41","1.241677","10.9.1.29","224.0.0.251","MDNS","257","","Standard query response 0x0000 PTR, cache flush h-Ipad-sl-qwby.local PTR, cache flush h-Ipad-sl-qwby.local NSEC, cache flush E.B.5.9.7.0.4.C.3.6.7.C.9.D.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 29.1.9.10.in-addr.arpa OPT"
"42","1.241677","10.9.0.21","224.0.0.251","MDNS","199","","Standard query 0x0000 ANY iPhone (66)._rdlink._tcp.local, ""QU"" question ANY iPhone-66.local, ""QU"" question SRV 0 0 49154 iPhone-66.local AAAA fe80::18e9:b70b:d492:8d10 A 10.9.0.21 OPT"
"49","1.398068","fe80::d9:c763:c407:95be","ff02::fb","MDNS","315","","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR \327\224-\\u200FMacBook Pro \327\251\327\234 Amit._companion-link._tcp.local PTR Giladâ\200\231s iPad (3)._companion-link._tcp.local PTR Snir sasi._companion-link._tcp.local PTR \327\224-iPhone \327\251\327\234 \327\240\327\225\327’\327\224 (2)._companion-link._tcp.local OPT"
"50","1.398068","10.9.1.29","224.0.0.251","MDNS","295","","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR \327\224-\\u200FMacBook Pro \327\251\327\234 Amit._companion-link._tcp.local PTR Giladâ\200\231s iPad (3)._companion-link._tcp.local PTR Snir sasi._companion-link._tcp.local PTR \327\224-iPhone \327\251\327\234 \327\240\327\225\327’\327\224 (2)._companion-link._tcp.local OPT"
"51","1.500378","fe80::d9:c763:c407:95be","ff02::fb","MDNS","684","","Standard query response 0x0000 TXT TXT, cache flush PTR _rdlink._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local SRV, cache flush 0 0 49154 h-Ipad-sl-qwby.local TXT, cache flush PTR _companion-link._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local SRV, cache flush 0 0 50027 h-Ipad-sl-qwby.local AAAA, cache flush fe80::d9:c763:c407:95be A, cache flush 10.9.1.29 NSEC, cache flush \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local NSEC, cache flush \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local NSEC, cache flush h-Ipad-sl-qwby.local OPT"
"52","1.500378","fe80::18e9:b70b:d492:8d10","ff02::fb","MDNS","219","","Standard query 0x0000 ANY iPhone (66)._rdlink._tcp.local, ""QM"" question ANY iPhone-66.local, ""QM"" question SRV 0 0 49154 iPhone-66.local AAAA fe80::18e9:b70b:d492:8d10 A 10.9.0.21 OPT"
"53","1.500378","10.9.1.29","224.0.0.251","MDNS","664","","Standard query response 0x0000 TXT TXT, cache flush PTR _rdlink._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local SRV, cache flush 0 0 49154 h-Ipad-sl-qwby.local TXT, cache flush PTR _companion-link._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local SRV, cache flush 0 0 50027 h-Ipad-sl-qwby.local AAAA, cache flush fe80::d9:c763:c407:95be A, cache flush 10.9.1.29 NSEC, cache flush \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local NSEC, cache flush \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local NSEC, cache flush h-Ipad-sl-qwby.local OPT"
"54","1.500378","10.9.0.21","224.0.0.251","MDNS","199","","Standard query 0x0000 ANY iPhone (66)._rdlink._tcp.local, ""QM"" question ANY iPhone-66.local, ""QM"" question SRV 0 0 49154 iPhone-66.local AAAA fe80::18e9:b70b:d492:8d10 A 10.9.0.21 OPT"
"55","1.704333","10.9.2.153","239.255.255.250","SSDP","217","","M-SEARCH * HTTP/1.1 "
"57","1.747798","fe80::18e9:b70b:d492:8d10","ff02::fb","MDNS","219","","Standard query 0x0000 ANY iPhone (66)._rdlink._tcp.local, ""QM"" question ANY iPhone-66.local, ""QM"" question SRV 0 0 49154 iPhone-66.local AAAA fe80::18e9:b70b:d492:8d10 A 10.9.0.21 OPT"
"58","1.747798","fe80::18e9:b70b:d492:8d10","ff02::fb","MDNS","272","","Standard query response 0x0000 PTR, cache flush iPhone-66.local PTR, cache flush iPhone-66.local NSEC, cache flush 0.1.D.8.2.9.4.D.B.0.7.B.9.E.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 21.0.9.10.in-addr.arpa OPT"
"59","1.747798","10.9.0.21","224.0.0.251","MDNS","199","","Standard query 0x0000 ANY iPhone (66)._rdlink._tcp.local, ""QM"" question ANY iPhone-66.local, ""QM"" question SRV 0 0 49154 iPhone-66.local AAAA fe80::18e9:b70b:d492:8d10 A 10.9.0.21 OPT"
"60","1.747798","10.9.0.21","224.0.0.251","MDNS","252","","Standard query response 0x0000 PTR, cache flush iPhone-66.local PTR, cache flush iPhone-66.local NSEC, cache flush 0.1.D.8.2.9.4.D.B.0.7.B.9.E.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 21.0.9.10.in-addr.arpa OPT"
"62","1.914461","10.9.3.131","239.255.255.250","SSDP","167","","M-SEARCH * HTTP/1.1 "
"63","1.914461","fe80::18e9:b70b:d492:8d10","ff02::fb","MDNS","130","","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question OPT"
"64","1.963540","10.9.0.21","224.0.0.251","MDNS","110","","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question OPT"
"65","1.963540","10.9.3.131","239.255.255.250","SSDP","167","","M-SEARCH * HTTP/1.1 "
"66","1.964093","10.9.0.231","224.0.0.251","MDNS","403","","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR Oriâ\200\231s iPhone ._rdlink._tcp.local TXT SRV, cache flush 0 0 49155 Oris-iPhone.local AAAA, cache flush fe80::c47:ef4b:4fb4:831e A, cache flush 10.9.0.231 NSEC, cache flush Oriâ\200\231s iPhone ._rdlink._tcp.local NSEC, cache flush Oris-iPhone.local OPT"
"67","1.964093","fe80::c47:ef4b:4fb4:831e","ff02::fb","MDNS","423","","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR Oriâ\200\231s iPhone ._rdlink._tcp.local TXT SRV, cache flush 0 0 49155 Oris-iPhone.local AAAA, cache flush fe80::c47:ef4b:4fb4:831e A, cache flush 10.9.0.231 NSEC, cache flush Oriâ\200\231s iPhone ._rdlink._tcp.local NSEC, cache flush Oris-iPhone.local OPT"
"68","1.964093","10.9.0.21","224.0.0.251","MDNS","393","","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR iPhone (66)._rdlink._tcp.local TXT SRV, cache flush 0 0 49154 iPhone-66.local AAAA, cache flush fe80::18e9:b70b:d492:8d10 A, cache flush 10.9.0.21 NSEC, cache flush iPhone (66)._rdlink._tcp.local NSEC, cache flush iPhone-66.local OPT"
"69","2.117248","fe80::18e9:b70b:d492:8d10","ff02::fb","MDNS","413","","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR iPhone (66)._rdlink._tcp.local TXT SRV, cache flush 0 0 49154 iPhone-66.local AAAA, cache flush fe80::18e9:b70b:d492:8d10 A, cache flush 10.9.0.21 NSEC, cache flush iPhone (66)._rdlink._tcp.local NSEC, cache flush iPhone-66.local OPT"
"70","2.322241","10.9.3.131","239.255.255.250","SSDP","167","","M-SEARCH * HTTP/1.1 "
"78","2.390175","10.3.1.49","10.9.2.177","TCP","66","0","56587  >  7680 [SYN] Seq=0 Win=64240 Len=0 MSS=1380 WS=256 SACK_PERM"
"79","2.390299","10.9.1.29","224.0.0.251","MDNS","664","","Standard query response 0x0000 TXT TXT, cache flush PTR _rdlink._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local SRV, cache flush 0 0 49154 h-Ipad-sl-qwby.local TXT, cache flush PTR _companion-link._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local SRV, cache flush 0 0 50027 h-Ipad-sl-qwby.local AAAA, cache flush fe80::d9:c763:c407:95be A, cache flush 10.9.1.29 NSEC, cache flush \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local NSEC, cache flush \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local NSEC, cache flush h-Ipad-sl-qwby.local OPT"
"80","2.424710","fe80::d9:c763:c407:95be","ff02::fb","MDNS","684","","Standard query response 0x0000 TXT TXT, cache flush PTR _rdlink._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local SRV, cache flush 0 0 49154 h-Ipad-sl-qwby.local TXT, cache flush PTR _companion-link._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local SRV, cache flush 0 0 50027 h-Ipad-sl-qwby.local AAAA, cache flush fe80::d9:c763:c407:95be A, cache flush 10.9.1.29 NSEC, cache flush \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local NSEC, cache flush \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local NSEC, cache flush h-Ipad-sl-qwby.local OPT"
"81","2.634385","10.9.2.153","239.255.255.250","SSDP","217","","M-SEARCH * HTTP/1.1 "
"82","2.996521","157.240.195.56","10.9.2.177","TCP","1434","1","443  >  56568 [ACK] Seq=1 Ack=1 Win=2864 Len=1380 [TCP segment of a reassembled PDU]"
"83","2.996521","157.240.195.56","10.9.2.177","TLSv1.2","187","1381","Application Data"
"84","2.996521","157.240.195.56","10.9.2.177","TCP","1434","1514","443  >  56568 [ACK] Seq=1514 Ack=1 Win=2864 Len=1380 [TCP segment of a reassembled PDU]"
"85","2.996521","157.240.195.56","10.9.2.177","TLSv1.2","596","2894","Application Data, Application Data"
"86","2.996521","10.9.0.21","224.0.0.251","MDNS","393","","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR iPhone (66)._rdlink._tcp.local TXT SRV, cache flush 0 0 49154 iPhone-66.local AAAA, cache flush fe80::18e9:b70b:d492:8d10 A, cache flush 10.9.0.21 NSEC, cache flush iPhone (66)._rdlink._tcp.local NSEC, cache flush iPhone-66.local OPT"
"87","2.996521","fe80::18e9:b70b:d492:8d10","ff02::fb","MDNS","413","","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR iPhone (66)._rdlink._tcp.local TXT SRV, cache flush 0 0 49154 iPhone-66.local AAAA, cache flush fe80::18e9:b70b:d492:8d10 A, cache flush 10.9.0.21 NSEC, cache flush iPhone (66)._rdlink._tcp.local NSEC, cache flush iPhone-66.local OPT"
"88","2.996631","10.9.2.177","157.240.195.56","TCP","54","1","56568  >  443 [ACK] Seq=1 Ack=3436 Win=258 Len=0"
"89","3.089256","10.9.2.177","157.240.195.56","TLSv1.2","150","1","Application Data"
"91","3.140477","10.9.1.63","224.0.0.251","MDNS","103","","Standard query 0x0004 PTR _2DB7CC49._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"92","3.140477","157.240.195.56","10.9.2.177","TCP","56","3436","443  >  56568 [ACK] Seq=3436 Ack=97 Win=2864 Len=0"
"94","3.248032","fe80::d9:c763:c407:95be","ff02::fb","MDNS","277","","Standard query response 0x0000 PTR, cache flush h-Ipad-sl-qwby.local PTR, cache flush h-Ipad-sl-qwby.local NSEC, cache flush E.B.5.9.7.0.4.C.3.6.7.C.9.D.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 29.1.9.10.in-addr.arpa OPT"
"95","3.248032","10.9.1.29","224.0.0.251","MDNS","257","","Standard query response 0x0000 PTR, cache flush h-Ipad-sl-qwby.local PTR, cache flush h-Ipad-sl-qwby.local NSEC, cache flush E.B.5.9.7.0.4.C.3.6.7.C.9.D.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 29.1.9.10.in-addr.arpa OPT"
"96","3.248474","157.240.195.56","10.9.2.177","TLSv1.2","195","3436","Application Data"
"97","3.254686","10.9.2.177","157.240.195.56","TLSv1.2","154","97","Application Data"
"103","3.449130","157.240.195.56","10.9.2.177","TCP","56","3577","443  >  56568 [ACK] Seq=3577 Ack=197 Win=2864 Len=0"
"104","3.653900","146.112.41.2","10.9.2.177","TLSv1.2","78","1","Application Data"
"105","3.653900","146.112.41.2","10.9.2.177","TCP","56","25","443  >  57368 [FIN, ACK] Seq=25 Ack=1 Win=32 Len=0"
"106","3.654011","10.9.2.177","146.112.41.2","TCP","54","1","57368  >  443 [ACK] Seq=1 Ack=26 Win=254 Len=0"
"107","3.654197","10.9.2.177","146.112.41.2","TCP","54","1","57368  >  443 [FIN, ACK] Seq=1 Ack=26 Win=254 Len=0"
"108","3.654928","10.9.0.21","224.0.0.251","MDNS","252","","Standard query response 0x0000 PTR, cache flush iPhone-66.local PTR, cache flush iPhone-66.local NSEC, cache flush 0.1.D.8.2.9.4.D.B.0.7.B.9.E.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 21.0.9.10.in-addr.arpa OPT"
"109","3.654928","146.112.41.2","10.9.2.177","TCP","56","25","[TCP Retransmission] 443  >  57368 [FIN, ACK] Seq=25 Ack=1 Win=32 Len=0"
"110","3.655074","10.9.2.177","146.112.41.2","TCP","54","2","[TCP Dup ACK 106#1] 57368  >  443 [ACK] Seq=2 Ack=26 Win=254 Len=0"
"111","3.656381","fe80::18e9:b70b:d492:8d10","ff02::fb","MDNS","272","","Standard query response 0x0000 PTR, cache flush iPhone-66.local PTR, cache flush iPhone-66.local NSEC, cache flush 0.1.D.8.2.9.4.D.B.0.7.B.9.E.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 21.0.9.10.in-addr.arpa OPT"
"112","3.795617","146.112.41.2","10.9.2.177","TCP","56","26","443  >  57368 [ACK] Seq=26 Ack=2 Win=32 Len=0"
"114","4.265144","157.240.195.56","10.9.2.177","TCP","1434","3577","443  >  56568 [ACK] Seq=3577 Ack=197 Win=2864 Len=1380 [TCP segment of a reassembled PDU]"
"115","4.265144","157.240.195.56","10.9.2.177","TLSv1.2","1303","4957","Application Data, Application Data"
"116","4.265288","10.9.2.177","157.240.195.56","TCP","54","197","56568  >  443 [ACK] Seq=197 Ack=6206 Win=258 Len=0"
"123","4.273792","146.112.41.2","10.9.2.177","TLSv1.2","78","1","Application Data"
"124","4.273792","146.112.41.2","10.9.2.177","TCP","56","25","443  >  57366 [FIN, ACK] Seq=25 Ack=1 Win=32 Len=0"
"125","4.273846","10.9.2.177","146.112.41.2","TCP","54","1","57366  >  443 [ACK] Seq=1 Ack=26 Win=256 Len=0"
"126","4.274121","10.9.2.177","146.112.41.2","TCP","54","1","57366  >  443 [FIN, ACK] Seq=1 Ack=26 Win=256 Len=0"
"127","4.278293","10.9.1.29","224.0.0.251","MDNS","331","","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR \327\224-\\u200FMacBook Pro \327\251\327\234 Amit._companion-link._tcp.local PTR Giladâ\200\231s iPad (3)._companion-link._tcp.local PTR Snir sasi._companion-link._tcp.local PTR \327\224-iPhone \327\251\327\234 \327\240\327\225\327’\327\224 (2)._companion-link._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local OPT"
"128","4.327237","10.9.2.177","157.240.195.56","TLSv1.2","150","197","Application Data"
"129","4.328712","fe80::d9:c763:c407:95be","ff02::fb","MDNS","351","","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR \327\224-\\u200FMacBook Pro \327\251\327\234 Amit._companion-link._tcp.local PTR Giladâ\200\231s iPad (3)._companion-link._tcp.local PTR Snir sasi._companion-link._tcp.local PTR \327\224-iPhone \327\251\327\234 \327\240\327\225\327’\327\224 (2)._companion-link._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local OPT"
"130","4.332918","146.112.41.2","10.9.2.177","TCP","56","26","443  >  57366 [ACK] Seq=26 Ack=2 Win=32 Len=0"
"131","4.476786","fe80::d9:c763:c407:95be","ff02::fb","MDNS","684","","Standard query response 0x0000 TXT TXT, cache flush PTR _rdlink._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local SRV, cache flush 0 0 49154 h-Ipad-sl-qwby.local TXT, cache flush PTR _companion-link._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local SRV, cache flush 0 0 50027 h-Ipad-sl-qwby.local AAAA, cache flush fe80::d9:c763:c407:95be A, cache flush 10.9.1.29 NSEC, cache flush \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local NSEC, cache flush \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local NSEC, cache flush h-Ipad-sl-qwby.local OPT"
"132","4.476786","10.9.1.29","224.0.0.251","MDNS","664","","Standard query response 0x0000 TXT TXT, cache flush PTR _rdlink._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local SRV, cache flush 0 0 49154 h-Ipad-sl-qwby.local TXT, cache flush PTR _companion-link._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local SRV, cache flush 0 0 50027 h-Ipad-sl-qwby.local AAAA, cache flush fe80::d9:c763:c407:95be A, cache flush 10.9.1.29 NSEC, cache flush \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local NSEC, cache flush \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local NSEC, cache flush h-Ipad-sl-qwby.local OPT"
