"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Info"
"57","3.170182","fe80::c0:1940:5dd3:1418","ff02::fb","MDNS","590","","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR \327\224-iPhone \327\251\327\234 Asaf._rdlink._tcp.local TXT SRV, cache flush 0 0 49158 h-iPhone-sl-Asaf.local PTR, cache flush h-iPhone-sl-Asaf.local PTR, cache flush h-iPhone-sl-Asaf.local AAAA, cache flush fe80::c0:1940:5dd3:1418 A, cache flush 10.9.0.79 NSEC, cache flush \327\224-iPhone \327\251\327\234 Asaf._rdlink._tcp.local NSEC, cache flush 8.1.4.1.3.D.D.5.0.4.9.1.0.C.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 79.0.9.10.in-addr.arpa NSEC, cache flush h-iPhone-sl-Asaf.local OPT"
"58","3.170182","10.9.0.79","224.0.0.251","MDNS","570","","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR \327\224-iPhone \327\251\327\234 Asaf._rdlink._tcp.local TXT SRV, cache flush 0 0 49158 h-iPhone-sl-Asaf.local PTR, cache flush h-iPhone-sl-Asaf.local PTR, cache flush h-iPhone-sl-Asaf.local AAAA, cache flush fe80::c0:1940:5dd3:1418 A, cache flush 10.9.0.79 NSEC, cache flush \327\224-iPhone \327\251\327\234 Asaf._rdlink._tcp.local NSEC, cache flush 8.1.4.1.3.D.D.5.0.4.9.1.0.C.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 79.0.9.10.in-addr.arpa NSEC, cache flush h-iPhone-sl-Asaf.local OPT"
"59","3.170922","157.240.195.56","10.9.2.177","TCP","56","1572","443  >  56568 [ACK] Seq=1572 Ack=289 Win=2454 Len=0"
"60","3.316066","157.240.195.56","10.9.2.177","TLSv1.2","369","1572","Application Data"
"61","3.360687","10.9.2.177","157.240.195.56","TLSv1.2","150","289","Application Data"
"62","3.484727","157.240.195.56","10.9.2.177","TCP","56","1887","443  >  56568 [ACK] Seq=1887 Ack=385 Win=2454 Len=0"
"63","3.687889","157.240.195.56","10.9.2.177","TLSv1.2","468","1887","Application Data"
"64","3.739854","10.9.2.177","157.240.195.56","TLSv1.2","150","385","Application Data"
"65","3.828105","157.240.195.56","10.9.2.177","TCP","56","2301","443  >  56568 [ACK] Seq=2301 Ack=481 Win=2454 Len=0"
"72","4.103930","10.9.2.177","157.240.195.56","TLSv1.2","124","481","Application Data"
"73","4.105172","157.240.195.56","10.9.2.177","TLSv1.2","676","2301","Application Data"
"74","4.107109","fe80::71f9:b131:735a:6f71","ff02::fb","MDNS","105","","Standard query 0x0000 PTR _microsoft_mcc._tcp.local, ""QU"" question"
"75","4.108177","10.9.1.81","224.0.0.251","MDNS","85","","Standard query 0x0000 PTR _microsoft_mcc._tcp.local, ""QU"" question"
"76","4.162740","10.9.2.177","157.240.195.56","TCP","54","551","56568  >  443 [ACK] Seq=551 Ack=2923 Win=256 Len=0"
"77","4.166234","157.240.195.56","10.9.2.177","TCP","56","2923","443  >  56568 [ACK] Seq=2923 Ack=551 Win=2454 Len=0"
"78","4.177829","10.9.2.177","157.240.195.56","TLSv1.2","150","551","Application Data"
"79","4.301990","fe80::c0:1940:5dd3:1418","ff02::fb","MDNS","424","","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR \327\224-\\u200FMacBook Pro \327\251\327\234 Amit._companion-link._tcp.local PTR \327\224-iPhone \327\251\327\234 \327\240\327\225\327’\327\224 (2)._companion-link._tcp.local PTR Snir sasi._companion-link._tcp.local PTR iPad (92)._companion-link._tcp.local PTR Giladâ\200\231s iPad (3)._companion-link._tcp.local PTR Yonatanâ\200\231s ipad ._companion-link._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local PTR Amitâ\200\231s ipad (2)._companion-link._tcp.local OPT"
"80","4.573205","10.9.2.177","157.240.195.56","TCP","150","551","[TCP Retransmission] 56568  >  443 [PSH, ACK] Seq=551 Ack=2923 Win=256 Len=96"
"81","4.574323","10.9.0.79","224.0.0.251","MDNS","404","","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR \327\224-\\u200FMacBook Pro \327\251\327\234 Amit._companion-link._tcp.local PTR \327\224-iPhone \327\251\327\234 \327\240\327\225\327’\327\224 (2)._companion-link._tcp.local PTR Snir sasi._companion-link._tcp.local PTR iPad (92)._companion-link._tcp.local PTR Giladâ\200\231s iPad (3)._companion-link._tcp.local PTR Yonatanâ\200\231s ipad ._companion-link._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local PTR Amitâ\200\231s ipad (2)._companion-link._tcp.local OPT"
"82","4.574323","157.240.195.56","10.9.2.177","TCP","56","2923","443  >  56568 [ACK] Seq=2923 Ack=647 Win=2454 Len=0"
"83","4.574323","157.240.195.56","10.9.2.177","TLSv1.2","126","2923","Application Data"
"84","4.592988","157.240.195.56","10.9.2.177","TCP","126","2923","[TCP Retransmission] 443  >  56568 [PSH, ACK] Seq=2923 Ack=647 Win=2454 Len=72"
"85","4.593021","10.9.2.177","157.240.195.56","TCP","66","647","56568  >  443 [ACK] Seq=647 Ack=2995 Win=256 Len=0 SLE=2923 SRE=2995"
"86","5.015862","157.240.195.56","10.9.2.177","TCP","56","2995","[TCP Dup ACK 82#1] 443  >  56568 [ACK] Seq=2995 Ack=647 Win=2454 Len=0"
"89","5.321931","fe80::71f9:b131:735a:6f71","ff02::fb","MDNS","105","","Standard query 0x0000 PTR _microsoft_mcc._tcp.local, ""QM"" question"
"90","5.321931","10.9.1.81","224.0.0.251","MDNS","85","","Standard query 0x0000 PTR _microsoft_mcc._tcp.local, ""QM"" question"
"98","5.653105","10.9.2.149","224.0.0.251","MDNS","157","","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question OPT"
"99","5.653523","fe80::100b:f847:9b12:32e7","ff02::fb","MDNS","177","","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question OPT"
"101","5.913286","10.9.2.177","35.186.224.25","TCP","55","1","57225  >  443 [ACK] Seq=1 Ack=1 Win=258 Len=1 [TCP segment of a reassembled PDU]"
"105","5.918115","35.186.224.25","10.9.2.177","TCP","66","1","443  >  57225 [ACK] Seq=1 Ack=2 Win=569 Len=0 SLE=1 SRE=2"
"110","6.242101","fe80::2c32:b0ff:feed:ed40","ff02::fb","MDNS","145","","Standard query 0x0000 ANY Android-5.local, ""QU"" question ANY Android-5.local, ""QU"" question A 10.9.2.94 AAAA fe80::2c32:b0ff:feed:ed40"
"111","6.242101","10.9.2.94","224.0.0.251","MDNS","125","","Standard query 0x0000 ANY Android-5.local, ""QU"" question ANY Android-5.local, ""QU"" question A 10.9.2.94 AAAA fe80::2c32:b0ff:feed:ed40"
"112","6.352450","fe80::2c32:b0ff:feed:ed40","ff02::fb","MDNS","145","","Standard query 0x0000 ANY Android-5.local, ""QM"" question ANY Android-5.local, ""QM"" question A 10.9.2.94 AAAA fe80::2c32:b0ff:feed:ed40"
"113","6.352450","10.9.2.94","224.0.0.251","MDNS","125","","Standard query 0x0000 ANY Android-5.local, ""QM"" question ANY Android-5.local, ""QM"" question A 10.9.2.94 AAAA fe80::2c32:b0ff:feed:ed40"
"114","6.655019","fe80::2c32:b0ff:feed:ed40","ff02::fb","MDNS","145","","Standard query 0x0000 ANY Android-5.local, ""QM"" question ANY Android-5.local, ""QM"" question A 10.9.2.94 AAAA fe80::2c32:b0ff:feed:ed40"
"115","6.655019","10.9.2.94","224.0.0.251","MDNS","125","","Standard query 0x0000 ANY Android-5.local, ""QM"" question ANY Android-5.local, ""QM"" question A 10.9.2.94 AAAA fe80::2c32:b0ff:feed:ed40"
"116","6.742957","10.9.2.177","172.217.22.33","TCP","55","1","57293  >  443 [ACK] Seq=1 Ack=1 Win=258 Len=1 [TCP segment of a reassembled PDU]"
"118","6.746343","10.9.2.149","224.0.0.251","MDNS","395","","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR Amitâ\200\231s ipad (2)._companion-link._tcp.local PTR Giladâ\200\231s iPad (3)._companion-link._tcp.local PTR \327\224-iPhone \327\251\327\234 \327\240\327\225\327’\327\224 (2)._companion-link._tcp.local PTR Snir sasi._companion-link._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local PTR iPad (92)._companion-link._tcp.local PTR \327\224-\\u200FMacBook Pro \327\251\327\234 Amit._companion-link._tcp.local PTR Yonatanâ\200\231s ipad ._companion-link._tcp.local OPT"
"119","6.748699","fe80::100b:f847:9b12:32e7","ff02::fb","MDNS","415","","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR Amitâ\200\231s ipad (2)._companion-link._tcp.local PTR Giladâ\200\231s iPad (3)._companion-link._tcp.local PTR \327\224-iPhone \327\251\327\234 \327\240\327\225\327’\327\224 (2)._companion-link._tcp.local PTR Snir sasi._companion-link._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local PTR iPad (92)._companion-link._tcp.local PTR \327\224-\\u200FMacBook Pro \327\251\327\234 Amit._companion-link._tcp.local PTR Yonatanâ\200\231s ipad ._companion-link._tcp.local OPT"
"120","6.750254","172.217.22.33","10.9.2.177","TCP","66","1","443  >  57293 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2"
"121","6.865574","fe80::2c32:b0ff:feed:ed40","ff02::fb","MDNS","307","","Standard query response 0x0000 PTR, cache flush Android-5.local PTR, cache flush Android-5.local A, cache flush 10.9.2.94 AAAA, cache flush fe80::2c32:b0ff:feed:ed40 NSEC, cache flush 94.2.9.10.in-addr.arpa NSEC, cache flush 0.4.D.E.D.E.E.F.F.F.0.B.2.3.C.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-5.local"
"122","6.865574","10.9.3.131","239.255.255.250","SSDP","167","","M-SEARCH * HTTP/1.1 "
"123","6.865574","10.9.2.94","224.0.0.251","MDNS","287","","Standard query response 0x0000 PTR, cache flush Android-5.local PTR, cache flush Android-5.local A, cache flush 10.9.2.94 AAAA, cache flush fe80::2c32:b0ff:feed:ed40 NSEC, cache flush 94.2.9.10.in-addr.arpa NSEC, cache flush 0.4.D.E.D.E.E.F.F.F.0.B.2.3.C.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-5.local"
"124","6.912602","10.9.2.177","35.186.224.25","TCP","55","1","57100  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1 [TCP segment of a reassembled PDU]"
"125","6.918525","35.186.224.25","10.9.2.177","TCP","66","1","443  >  57100 [ACK] Seq=1 Ack=2 Win=366 Len=0 SLE=1 SRE=2"
"131","6.971319","10.9.3.131","239.255.255.250","SSDP","167","","M-SEARCH * HTTP/1.1 "
"132","6.971319","10.9.0.79","224.0.0.251","MDNS","570","","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR \327\224-iPhone \327\251\327\234 Asaf._rdlink._tcp.local TXT SRV, cache flush 0 0 49158 h-iPhone-sl-Asaf.local PTR, cache flush h-iPhone-sl-Asaf.local PTR, cache flush h-iPhone-sl-Asaf.local AAAA, cache flush fe80::c0:1940:5dd3:1418 A, cache flush 10.9.0.79 NSEC, cache flush \327\224-iPhone \327\251\327\234 Asaf._rdlink._tcp.local NSEC, cache flush 8.1.4.1.3.D.D.5.0.4.9.1.0.C.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 79.0.9.10.in-addr.arpa NSEC, cache flush h-iPhone-sl-Asaf.local OPT"
"133","7.024410","fe80::c0:1940:5dd3:1418","ff02::fb","MDNS","590","","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR \327\224-iPhone \327\251\327\234 Asaf._rdlink._tcp.local TXT SRV, cache flush 0 0 49158 h-iPhone-sl-Asaf.local PTR, cache flush h-iPhone-sl-Asaf.local PTR, cache flush h-iPhone-sl-Asaf.local AAAA, cache flush fe80::c0:1940:5dd3:1418 A, cache flush 10.9.0.79 NSEC, cache flush \327\224-iPhone \327\251\327\234 Asaf._rdlink._tcp.local NSEC, cache flush 8.1.4.1.3.D.D.5.0.4.9.1.0.C.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 79.0.9.10.in-addr.arpa NSEC, cache flush h-iPhone-sl-Asaf.local OPT"
"134","7.067828","10.9.3.131","239.255.255.250","SSDP","167","","M-SEARCH * HTTP/1.1 "
"135","7.122806","10.9.2.177","35.186.224.18","TCP","55","1","57102  >  443 [ACK] Seq=1 Ack=1 Win=258 Len=1 [TCP segment of a reassembled PDU]"
"136","7.127840","35.186.224.18","10.9.2.177","TCP","66","1","443  >  57102 [ACK] Seq=1 Ack=2 Win=421 Len=0 SLE=1 SRE=2"
"137","7.142973","10.9.2.177","35.186.224.25","TCP","55","1","57153  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1 [TCP segment of a reassembled PDU]"
"138","7.269987","35.186.224.25","10.9.2.177","TCP","66","1","443  >  57153 [ACK] Seq=1 Ack=2 Win=284 Len=0 SLE=1 SRE=2"
"141","7.923283","fe80::2c32:b0ff:feed:ed40","ff02::fb","MDNS","307","","Standard query response 0x0000 PTR, cache flush Android-5.local PTR, cache flush Android-5.local A, cache flush 10.9.2.94 AAAA, cache flush fe80::2c32:b0ff:feed:ed40 NSEC, cache flush 94.2.9.10.in-addr.arpa NSEC, cache flush 0.4.D.E.D.E.E.F.F.F.0.B.2.3.C.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-5.local"
"142","7.923283","10.9.2.94","224.0.0.251","MDNS","287","","Standard query response 0x0000 PTR, cache flush Android-5.local PTR, cache flush Android-5.local A, cache flush 10.9.2.94 AAAA, cache flush fe80::2c32:b0ff:feed:ed40 NSEC, cache flush 94.2.9.10.in-addr.arpa NSEC, cache flush 0.4.D.E.D.E.E.F.F.F.0.B.2.3.C.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-5.local"
"143","7.923878","10.9.0.169","224.0.0.251","MDNS","103","","Standard query 0x0004 PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"151","8.332971","10.9.2.177","104.96.128.188","TCP","55","1","57294  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1 [TCP segment of a reassembled PDU]"
"152","8.601124","104.96.128.188","10.9.2.177","TCP","66","1","443  >  57294 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"161","9.121944","10.9.3.131","224.0.0.251","MDNS","103","","Standard query 0x010f PTR _googlecast._tcp.local, ""QM"" question PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question"
"163","9.503851","10.9.2.177","10.9.15.255","UDP","86","","57621  >  57621 Len=44"
"164","9.940040","10.9.2.94","224.0.0.251","MDNS","287","","Standard query response 0x0000 PTR, cache flush Android-5.local PTR, cache flush Android-5.local A, cache flush 10.9.2.94 AAAA, cache flush fe80::2c32:b0ff:feed:ed40 NSEC, cache flush 94.2.9.10.in-addr.arpa NSEC, cache flush 0.4.D.E.D.E.E.F.F.F.0.B.2.3.C.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-5.local"
"165","9.940040","10.9.2.149","224.0.0.251","MDNS","395","","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR Amitâ\200\231s ipad (2)._companion-link._tcp.local PTR Giladâ\200\231s iPad (3)._companion-link._tcp.local PTR \327\224-iPhone \327\251\327\234 \327\240\327\225\327’\327\224 (2)._companion-link._tcp.local PTR Snir sasi._companion-link._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local PTR iPad (92)._companion-link._tcp.local PTR \327\224-\\u200FMacBook Pro \327\251\327\234 Amit._companion-link._tcp.local PTR Yonatanâ\200\231s ipad ._companion-link._tcp.local OPT"
"166","9.940040","157.240.195.56","10.9.2.177","TCP","1434","2995","443  >  56568 [ACK] Seq=2995 Ack=647 Win=2454 Len=1380 [TCP segment of a reassembled PDU]"
"167","9.940040","157.240.195.56","10.9.2.177","TLSv1.2","1417","4375","Application Data, Application Data"
"171","9.940609","10.9.2.177","157.240.195.56","TCP","54","647","56568  >  443 [ACK] Seq=647 Ack=5738 Win=258 Len=0"
"172","9.940761","fe80::2c32:b0ff:feed:ed40","ff02::fb","MDNS","307","","Standard query response 0x0000 PTR, cache flush Android-5.local PTR, cache flush Android-5.local A, cache flush 10.9.2.94 AAAA, cache flush fe80::2c32:b0ff:feed:ed40 NSEC, cache flush 94.2.9.10.in-addr.arpa NSEC, cache flush 0.4.D.E.D.E.E.F.F.F.0.B.2.3.C.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-5.local"
"173","9.940761","fe80::100b:f847:9b12:32e7","ff02::fb","MDNS","415","","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR Amitâ\200\231s ipad (2)._companion-link._tcp.local PTR Giladâ\200\231s iPad (3)._companion-link._tcp.local PTR \327\224-iPhone \327\251\327\234 \327\240\327\225\327’\327\224 (2)._companion-link._tcp.local PTR Snir sasi._companion-link._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local PTR iPad (92)._companion-link._tcp.local PTR \327\224-\\u200FMacBook Pro \327\251\327\234 Amit._companion-link._tcp.local PTR Yonatanâ\200\231s ipad ._companion-link._tcp.local OPT"
