"No.","Time","Source","Destination","Protocol","Length","Sequence Number","Info"
"11","0.514732","fe80::4a2c:a0ff:fe9e:ba5","ff02::fb","MDNS","307","","Standard query response 0x0000 PTR, cache flush Android-2.local PTR, cache flush Android-2.local A, cache flush 10.9.1.63 AAAA, cache flush fe80::4a2c:a0ff:fe9e:ba5 NSEC, cache flush 63.1.9.10.in-addr.arpa NSEC, cache flush 5.A.B.0.E.9.E.F.F.F.0.A.C.2.A.4.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-2.local"
"12","0.514732","fe80::bd0c:1ea9:83ea:fd70","ff02::fb","MDNS","172","","Standard query 0x0000 ANY {""nm"":""Redmi 10"",""as"":""[8194]"",""ip"":""88""}._mi-connect._udp.local, ""QM"" question SRV 0 0 56666 Android.local"
"13","0.515173","10.9.3.88","224.0.0.251","MDNS","152","","Standard query 0x0000 ANY {""nm"":""Redmi 10"",""as"":""[8194]"",""ip"":""88""}._mi-connect._udp.local, ""QM"" question SRV 0 0 56666 Android.local"
"22","0.823475","10.9.1.63","224.0.0.251","MDNS","103","","Standard query 0x0003 PTR _2DB7CC49._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"24","0.823475","fe80::bd0c:1ea9:83ea:fd70","ff02::fb","MDNS","418","","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi 10"",""as"":""[8194]"",""ip"":""88""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android.local A, cache flush 10.9.3.88 AAAA, cache flush fe80::bd0c:1ea9:83ea:fd70 NSEC, cache flush Android.local NSEC, cache flush {""nm"":""Redmi 10"",""as"":""[8194]"",""ip"":""88""}._mi-connect._udp.local"
"25","0.823475","10.9.3.88","224.0.0.251","MDNS","398","","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi 10"",""as"":""[8194]"",""ip"":""88""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android.local A, cache flush 10.9.3.88 AAAA, cache flush fe80::bd0c:1ea9:83ea:fd70 NSEC, cache flush Android.local NSEC, cache flush {""nm"":""Redmi 10"",""as"":""[8194]"",""ip"":""88""}._mi-connect._udp.local"
"26","0.823475","10.9.3.88","224.0.0.251","MDNS","103","","Standard query 0x0002 PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"39","1.746003","fe80::bd0c:1ea9:83ea:fd70","ff02::fb","MDNS","418","","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi 10"",""as"":""[8194]"",""ip"":""88""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android.local A, cache flush 10.9.3.88 AAAA, cache flush fe80::bd0c:1ea9:83ea:fd70 NSEC, cache flush Android.local NSEC, cache flush {""nm"":""Redmi 10"",""as"":""[8194]"",""ip"":""88""}._mi-connect._udp.local"
"40","1.746003","10.9.3.88","224.0.0.251","MDNS","398","","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi 10"",""as"":""[8194]"",""ip"":""88""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android.local A, cache flush 10.9.3.88 AAAA, cache flush fe80::bd0c:1ea9:83ea:fd70 NSEC, cache flush Android.local NSEC, cache flush {""nm"":""Redmi 10"",""as"":""[8194]"",""ip"":""88""}._mi-connect._udp.local"
"41","2.150322","10.9.3.88","224.0.0.251","MDNS","103","","Standard query 0x0003 PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"63","3.806219","10.9.2.177","157.240.195.56","TLSv1.2","124","1","Application Data"
"64","3.807894","fe80::bd0c:1ea9:83ea:fd70","ff02::fb","MDNS","418","","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi 10"",""as"":""[8194]"",""ip"":""88""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android.local A, cache flush 10.9.3.88 AAAA, cache flush fe80::bd0c:1ea9:83ea:fd70 NSEC, cache flush Android.local NSEC, cache flush {""nm"":""Redmi 10"",""as"":""[8194]"",""ip"":""88""}._mi-connect._udp.local"
"65","3.807894","10.9.3.88","224.0.0.251","MDNS","398","","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi 10"",""as"":""[8194]"",""ip"":""88""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android.local A, cache flush 10.9.3.88 AAAA, cache flush fe80::bd0c:1ea9:83ea:fd70 NSEC, cache flush Android.local NSEC, cache flush {""nm"":""Redmi 10"",""as"":""[8194]"",""ip"":""88""}._mi-connect._udp.local"
"66","3.933920","157.240.195.56","10.9.2.177","TCP","56","1","443  >  56568 [ACK] Seq=1 Ack=71 Win=2724 Len=0"
"67","4.095481","fe80::c47:ef4b:4fb4:831e","ff02::fb","MDNS","275","","Standard query response 0x0000 PTR, cache flush Oris-iPhone.local PTR, cache flush Oris-iPhone.local NSEC, cache flush E.1.3.8.4.B.F.4.B.4.F.E.7.4.C.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 231.0.9.10.in-addr.arpa OPT"
"68","4.095481","10.9.0.231","224.0.0.251","MDNS","255","","Standard query response 0x0000 PTR, cache flush Oris-iPhone.local PTR, cache flush Oris-iPhone.local NSEC, cache flush E.1.3.8.4.B.F.4.B.4.F.E.7.4.C.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 231.0.9.10.in-addr.arpa OPT"
"69","4.095966","157.240.195.56","10.9.2.177","TLSv1.2","126","1","Application Data"
"70","4.136320","10.9.2.177","157.240.195.56","TCP","54","71","56568  >  443 [ACK] Seq=71 Ack=73 Win=255 Len=0"
"71","4.139406","fe80::2c32:b0ff:feed:ed40","ff02::fb","MDNS","307","","Standard query response 0x0000 PTR, cache flush Android-5.local PTR, cache flush Android-5.local A, cache flush 10.9.2.94 AAAA, cache flush fe80::2c32:b0ff:feed:ed40 NSEC, cache flush 94.2.9.10.in-addr.arpa NSEC, cache flush 0.4.D.E.D.E.E.F.F.F.0.B.2.3.C.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-5.local"
"72","4.139406","fe80::c47:ef4b:4fb4:831e","ff02::fb","MDNS","191","","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"73","4.140977","10.9.2.94","224.0.0.251","MDNS","287","","Standard query response 0x0000 PTR, cache flush Android-5.local PTR, cache flush Android-5.local A, cache flush 10.9.2.94 AAAA, cache flush fe80::2c32:b0ff:feed:ed40 NSEC, cache flush 94.2.9.10.in-addr.arpa NSEC, cache flush 0.4.D.E.D.E.E.F.F.F.0.B.2.3.C.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-5.local"
"74","4.140977","10.9.0.231","224.0.0.251","MDNS","171","","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question OPT"
"76","4.343484","fe80::4a2c:a0ff:fe9e:ba5","ff02::fb","MDNS","307","","Standard query response 0x0000 PTR, cache flush Android-2.local PTR, cache flush Android-2.local A, cache flush 10.9.1.63 AAAA, cache flush fe80::4a2c:a0ff:fe9e:ba5 NSEC, cache flush 63.1.9.10.in-addr.arpa NSEC, cache flush 5.A.B.0.E.9.E.F.F.F.0.A.C.2.A.4.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-2.local"
"77","4.343484","10.9.1.63","224.0.0.251","MDNS","287","","Standard query response 0x0000 PTR, cache flush Android-2.local PTR, cache flush Android-2.local A, cache flush 10.9.1.63 AAAA, cache flush fe80::4a2c:a0ff:fe9e:ba5 NSEC, cache flush 63.1.9.10.in-addr.arpa NSEC, cache flush 5.A.B.0.E.9.E.F.F.F.0.A.C.2.A.4.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-2.local"
"78","4.512204","fe80::c47:ef4b:4fb4:831e","ff02::fb","MDNS","225","","Standard query 0x0000 ANY Oriâ\200\231s iPhone ._rdlink._tcp.local, ""QU"" question ANY Oris-iPhone.local, ""QU"" question SRV 0 0 49155 Oris-iPhone.local AAAA fe80::c47:ef4b:4fb4:831e A 10.9.0.231 OPT"
"79","4.512204","10.9.0.231","224.0.0.251","MDNS","205","","Standard query 0x0000 ANY Oriâ\200\231s iPhone ._rdlink._tcp.local, ""QU"" question ANY Oris-iPhone.local, ""QU"" question SRV 0 0 49155 Oris-iPhone.local AAAA fe80::c47:ef4b:4fb4:831e A 10.9.0.231 OPT"
"87","4.717610","fe80::c47:ef4b:4fb4:831e","ff02::fb","MDNS","225","","Standard query 0x0000 ANY Oriâ\200\231s iPhone ._rdlink._tcp.local, ""QM"" question ANY Oris-iPhone.local, ""QM"" question SRV 0 0 49155 Oris-iPhone.local AAAA fe80::c47:ef4b:4fb4:831e A 10.9.0.231 OPT"
"88","4.717610","10.9.0.231","224.0.0.251","MDNS","205","","Standard query 0x0000 ANY Oriâ\200\231s iPhone ._rdlink._tcp.local, ""QM"" question ANY Oris-iPhone.local, ""QM"" question SRV 0 0 49155 Oris-iPhone.local AAAA fe80::c47:ef4b:4fb4:831e A 10.9.0.231 OPT"
"89","5.120487","fe80::c47:ef4b:4fb4:831e","ff02::fb","MDNS","225","","Standard query 0x0000 ANY Oriâ\200\231s iPhone ._rdlink._tcp.local, ""QM"" question ANY Oris-iPhone.local, ""QM"" question SRV 0 0 49155 Oris-iPhone.local AAAA fe80::c47:ef4b:4fb4:831e A 10.9.0.231 OPT"
"90","5.120487","fe80::c47:ef4b:4fb4:831e","ff02::fb","MDNS","275","","Standard query response 0x0000 PTR, cache flush Oris-iPhone.local PTR, cache flush Oris-iPhone.local NSEC, cache flush E.1.3.8.4.B.F.4.B.4.F.E.7.4.C.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 231.0.9.10.in-addr.arpa OPT"
"91","5.120487","10.9.0.231","224.0.0.251","MDNS","205","","Standard query 0x0000 ANY Oriâ\200\231s iPhone ._rdlink._tcp.local, ""QM"" question ANY Oris-iPhone.local, ""QM"" question SRV 0 0 49155 Oris-iPhone.local AAAA fe80::c47:ef4b:4fb4:831e A 10.9.0.231 OPT"
"92","5.120487","10.9.0.231","224.0.0.251","MDNS","255","","Standard query response 0x0000 PTR, cache flush Oris-iPhone.local PTR, cache flush Oris-iPhone.local NSEC, cache flush E.1.3.8.4.B.F.4.B.4.F.E.7.4.C.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 231.0.9.10.in-addr.arpa OPT"
"93","5.228233","fe80::c47:ef4b:4fb4:831e","ff02::fb","MDNS","400","","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR \327\224-iPhone \327\251\327\234 \327\240\327\225\327’\327\224 (2)._companion-link._tcp.local PTR Amitâ\200\231s ipad (2)._companion-link._tcp.local PTR \327\224-\\u200FMacBook Pro \327\251\327\234 Amit._companion-link._tcp.local PTR Giladâ\200\231s iPad (3)._companion-link._tcp.local PTR Snir sasi._companion-link._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local OPT"
"94","5.228233","10.9.0.231","224.0.0.251","MDNS","380","","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR \327\224-iPhone \327\251\327\234 \327\240\327\225\327’\327\224 (2)._companion-link._tcp.local PTR Amitâ\200\231s ipad (2)._companion-link._tcp.local PTR \327\224-\\u200FMacBook Pro \327\251\327\234 Amit._companion-link._tcp.local PTR Giladâ\200\231s iPad (3)._companion-link._tcp.local PTR Snir sasi._companion-link._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local OPT"
"96","5.264548","10.9.0.231","224.0.0.251","MDNS","403","","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR Oriâ\200\231s iPhone ._rdlink._tcp.local TXT SRV, cache flush 0 0 49155 Oris-iPhone.local AAAA, cache flush fe80::c47:ef4b:4fb4:831e A, cache flush 10.9.0.231 NSEC, cache flush Oriâ\200\231s iPhone ._rdlink._tcp.local NSEC, cache flush Oris-iPhone.local OPT"
"97","5.264802","fe80::c47:ef4b:4fb4:831e","ff02::fb","MDNS","423","","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR Oriâ\200\231s iPhone ._rdlink._tcp.local TXT SRV, cache flush 0 0 49155 Oris-iPhone.local AAAA, cache flush fe80::c47:ef4b:4fb4:831e A, cache flush 10.9.0.231 NSEC, cache flush Oriâ\200\231s iPhone ._rdlink._tcp.local NSEC, cache flush Oris-iPhone.local OPT"
"105","6.150903","fe80::842:8599:51bf:41a8","ff02::fb","MDNS","278","","Standard query response 0x0000 PTR, cache flush h-iPhone-sl-qwby.local PTR, cache flush h-iPhone-sl-qwby.local NSEC, cache flush 8.A.1.4.F.B.1.5.9.9.5.8.2.4.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 2.1.9.10.in-addr.arpa OPT"
"106","6.150903","fe80::2c32:b0ff:feed:ed40","ff02::fb","MDNS","153","","Standard query response 0x0000 A, cache flush 10.9.2.94 AAAA, cache flush fe80::2c32:b0ff:feed:ed40 NSEC, cache flush Android-5.local"
"107","6.150903","10.9.1.2","224.0.0.251","MDNS","258","","Standard query response 0x0000 PTR, cache flush h-iPhone-sl-qwby.local PTR, cache flush h-iPhone-sl-qwby.local NSEC, cache flush 8.A.1.4.F.B.1.5.9.9.5.8.2.4.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 2.1.9.10.in-addr.arpa OPT"
"108","6.150903","10.9.2.94","224.0.0.251","MDNS","133","","Standard query response 0x0000 A, cache flush 10.9.2.94 AAAA, cache flush fe80::2c32:b0ff:feed:ed40 NSEC, cache flush Android-5.local"
"110","6.188029","10.9.1.2","224.0.0.251","MDNS","179","","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question OPT"
"111","6.351835","fe80::842:8599:51bf:41a8","ff02::fb","MDNS","199","","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QU"" question PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question OPT"
"112","6.451461","fe80::c47:ef4b:4fb4:831e","ff02::fb","MDNS","423","","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR Oriâ\200\231s iPhone ._rdlink._tcp.local TXT SRV, cache flush 0 0 49155 Oris-iPhone.local AAAA, cache flush fe80::c47:ef4b:4fb4:831e A, cache flush 10.9.0.231 NSEC, cache flush Oriâ\200\231s iPhone ._rdlink._tcp.local NSEC, cache flush Oris-iPhone.local OPT"
"113","6.451461","10.9.0.231","224.0.0.251","MDNS","403","","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR Oriâ\200\231s iPhone ._rdlink._tcp.local TXT SRV, cache flush 0 0 49155 Oris-iPhone.local AAAA, cache flush fe80::c47:ef4b:4fb4:831e A, cache flush 10.9.0.231 NSEC, cache flush Oriâ\200\231s iPhone ._rdlink._tcp.local NSEC, cache flush Oris-iPhone.local OPT"
"114","6.451461","10.9.0.169","239.255.255.250","SSDP","167","","M-SEARCH * HTTP/1.1 "
"122","6.559391","fe80::842:8599:51bf:41a8","ff02::fb","MDNS","238","","Standard query 0x0000 ANY \327\224-iPhone \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local, ""QU"" question ANY h-iPhone-sl-qwby.local, ""QU"" question SRV 0 0 49154 h-iPhone-sl-qwby.local AAAA fe80::842:8599:51bf:41a8 A 10.9.1.2 OPT"
"123","6.659951","10.9.1.2","224.0.0.251","MDNS","218","","Standard query 0x0000 ANY \327\224-iPhone \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local, ""QU"" question ANY h-iPhone-sl-qwby.local, ""QU"" question SRV 0 0 49154 h-iPhone-sl-qwby.local AAAA fe80::842:8599:51bf:41a8 A 10.9.1.2 OPT"
"125","7.068476","fe80::842:8599:51bf:41a8","ff02::fb","MDNS","238","","Standard query 0x0000 ANY \327\224-iPhone \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local, ""QM"" question ANY h-iPhone-sl-qwby.local, ""QM"" question SRV 0 0 49154 h-iPhone-sl-qwby.local AAAA fe80::842:8599:51bf:41a8 A 10.9.1.2 OPT"
"126","7.068476","10.9.1.2","224.0.0.251","MDNS","218","","Standard query 0x0000 ANY \327\224-iPhone \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local, ""QM"" question ANY h-iPhone-sl-qwby.local, ""QM"" question SRV 0 0 49154 h-iPhone-sl-qwby.local AAAA fe80::842:8599:51bf:41a8 A 10.9.1.2 OPT"
"127","7.148177","10.9.2.177","35.186.224.25","UDP","1288","","56924  >  443 Len=1246"
"128","7.148307","10.9.2.177","35.186.224.25","UDP","264","","56924  >  443 Len=222"
"129","7.149342","fe80::c47:ef4b:4fb4:831e","ff02::fb","MDNS","275","","Standard query response 0x0000 PTR, cache flush Oris-iPhone.local PTR, cache flush Oris-iPhone.local NSEC, cache flush E.1.3.8.4.B.F.4.B.4.F.E.7.4.C.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 231.0.9.10.in-addr.arpa OPT"
"130","7.149342","fe80::842:8599:51bf:41a8","ff02::fb","MDNS","238","","Standard query 0x0000 ANY \327\224-iPhone \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local, ""QM"" question ANY h-iPhone-sl-qwby.local, ""QM"" question SRV 0 0 49154 h-iPhone-sl-qwby.local AAAA fe80::842:8599:51bf:41a8 A 10.9.1.2 OPT"
"131","7.149342","fe80::842:8599:51bf:41a8","ff02::fb","MDNS","278","","Standard query response 0x0000 PTR, cache flush h-iPhone-sl-qwby.local PTR, cache flush h-iPhone-sl-qwby.local NSEC, cache flush 8.A.1.4.F.B.1.5.9.9.5.8.2.4.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 2.1.9.10.in-addr.arpa OPT"
"132","7.149342","10.9.0.231","224.0.0.251","MDNS","255","","Standard query response 0x0000 PTR, cache flush Oris-iPhone.local PTR, cache flush Oris-iPhone.local NSEC, cache flush E.1.3.8.4.B.F.4.B.4.F.E.7.4.C.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 231.0.9.10.in-addr.arpa OPT"
"133","7.149342","10.9.1.2","224.0.0.251","MDNS","218","","Standard query 0x0000 ANY \327\224-iPhone \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local, ""QM"" question ANY h-iPhone-sl-qwby.local, ""QM"" question SRV 0 0 49154 h-iPhone-sl-qwby.local AAAA fe80::842:8599:51bf:41a8 A 10.9.1.2 OPT"
"134","7.149342","10.9.1.2","224.0.0.251","MDNS","258","","Standard query response 0x0000 PTR, cache flush h-iPhone-sl-qwby.local PTR, cache flush h-iPhone-sl-qwby.local NSEC, cache flush 8.A.1.4.F.B.1.5.9.9.5.8.2.4.8.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 2.1.9.10.in-addr.arpa OPT"
"138","7.153340","35.186.224.25","10.9.2.177","UDP","69","","443  >  56924 Len=27"
"139","7.186247","10.9.2.177","35.186.224.25","UDP","74","","56924  >  443 Len=32"
"140","7.187044","35.186.224.25","10.9.2.177","UDP","66","","443  >  56924 Len=24"
"141","7.187964","10.9.1.2","224.0.0.251","MDNS","361","","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR Amitâ\200\231s ipad (2)._companion-link._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local PTR \327\224-iPhone \327\251\327\234 \327\240\327\225\327’\327\224 (2)._companion-link._tcp.local PTR \327\224-\\u200FMacBook Pro \327\251\327\234 Amit._companion-link._tcp.local PTR Snir sasi._companion-link._tcp.local PTR Giladâ\200\231s iPad (3)._companion-link._tcp.local OPT"
"142","7.191924","fe80::842:8599:51bf:41a8","ff02::fb","MDNS","381","","Standard query 0x0000 PTR lb._dns-sd._udp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR Amitâ\200\231s ipad (2)._companion-link._tcp.local PTR \327\224-Ipad \327\251\327\234 \327\247\327\225\327\221\327\231._companion-link._tcp.local PTR \327\224-iPhone \327\251\327\234 \327\240\327\225\327’\327\224 (2)._companion-link._tcp.local PTR \327\224-\\u200FMacBook Pro \327\251\327\234 Amit._companion-link._tcp.local PTR Snir sasi._companion-link._tcp.local PTR Giladâ\200\231s iPad (3)._companion-link._tcp.local OPT"
"143","7.411951","10.9.2.177","10.9.15.255","UDP","86","","57621  >  57621 Len=44"
"144","7.414242","10.9.1.2","224.0.0.251","MDNS","425","","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR \327\224-iPhone \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local TXT SRV, cache flush 0 0 49154 h-iPhone-sl-qwby.local AAAA, cache flush fe80::842:8599:51bf:41a8 A, cache flush 10.9.1.2 NSEC, cache flush \327\224-iPhone \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local NSEC, cache flush h-iPhone-sl-qwby.local OPT"
"145","7.414242","35.186.224.25","10.9.2.177","UDP","106","","443  >  56924 Len=64"
"146","7.414242","fe80::842:8599:51bf:41a8","ff02::fb","MDNS","445","","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR \327\224-iPhone \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local TXT SRV, cache flush 0 0 49154 h-iPhone-sl-qwby.local AAAA, cache flush fe80::842:8599:51bf:41a8 A, cache flush 10.9.1.2 NSEC, cache flush \327\224-iPhone \327\251\327\234 \327\247\327\225\327\221\327\231._rdlink._tcp.local NSEC, cache flush h-iPhone-sl-qwby.local OPT"
"147","7.414670","35.186.224.25","10.9.2.177","UDP","106","","443  >  56924 Len=64"
"148","7.414882","10.9.2.177","35.186.224.25","UDP","77","","56924  >  443 Len=35"
"149","7.415041","10.9.2.177","35.186.224.25","UDP","75","","56924  >  443 Len=33"
"150","7.476056","10.9.2.177","35.186.224.25","UDP","72","","56924  >  443 Len=30"
"151","7.478840","35.186.224.25","10.9.2.177","UDP","66","","443  >  56924 Len=24"
"152","7.480299","35.186.224.25","10.9.2.177","UDP","67","","443  >  56924 Len=25"
"164","7.617456","10.9.0.231","224.0.0.251","MDNS","132","","Standard query 0x0000 PTR _airplay._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question OPT"
"165","7.617456","fe80::c47:ef4b:4fb4:831e","ff02::fb","MDNS","152","","Standard query 0x0000 PTR _airplay._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question OPT"
"166","7.987476","fe80::bd0c:1ea9:83ea:fd70","ff02::fb","MDNS","418","","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi 10"",""as"":""[8194]"",""ip"":""88""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android.local A, cache flush 10.9.3.88 AAAA, cache flush fe80::bd0c:1ea9:83ea:fd70 NSEC, cache flush Android.local NSEC, cache flush {""nm"":""Redmi 10"",""as"":""[8194]"",""ip"":""88""}._mi-connect._udp.local"
